,a_saddr_asn,a_saddr_asorg,a_saddr_lat,a_saddr_long,b_saddr_asn,b_saddr_asorg,b_saddr_lat,b_saddr_long
597,The address 96.48.216.170 is not in the database.,The address 96.48.216.170 is not in the database.,0.0,0.0,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0
599,The address 208.68.17.38 is not in the database.,The address 208.68.17.38 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
600,The address 205.205.107.9 is not in the database.,The address 205.205.107.9 is not in the database.,0.0,0.0,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0
601,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0,The address 174.7.237.129 is not in the database.,The address 174.7.237.129 is not in the database.,0.0,0.0
615,The address 108.63.14.135 is not in the database.,The address 108.63.14.135 is not in the database.,0.0,0.0,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0
617,The address 206.116.28.32 is not in the database.,The address 206.116.28.32 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
620,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 24.137.209.23 is not in the database.,The address 24.137.209.23 is not in the database.,0.0,0.0
621,The address 206.116.17.91 is not in the database.,The address 206.116.17.91 is not in the database.,0.0,0.0,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0
622,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 204.244.196.60 is not in the database.,The address 204.244.196.60 is not in the database.,0.0,0.0
624,The address 64.253.149.78 is not in the database.,The address 64.253.149.78 is not in the database.,0.0,0.0,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0
625,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 199.119.233.76 is not in the database.,The address 199.119.233.76 is not in the database.,0.0,0.0
640,The address 205.205.211.10 is not in the database.,The address 205.205.211.10 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
647,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0,The address 206.191.12.53 is not in the database.,The address 206.191.12.53 is not in the database.,0.0,0.0
658,The address 199.182.221.34 is not in the database.,The address 199.182.221.34 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
664,The address 64.253.149.78 is not in the database.,The address 64.253.149.78 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
676,The address 199.182.221.38 is not in the database.,The address 199.182.221.38 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
677,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0,The address 199.182.221.34 is not in the database.,The address 199.182.221.34 is not in the database.,0.0,0.0
687,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 206.116.17.91 is not in the database.,The address 206.116.17.91 is not in the database.,0.0,0.0
693,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0,The address 68.68.119.101 is not in the database.,The address 68.68.119.101 is not in the database.,0.0,0.0
732,The address 205.205.107.11 is not in the database.,The address 205.205.107.11 is not in the database.,0.0,0.0,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0
734,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0,The address 195.191.29.83 is not in the database.,The address 195.191.29.83 is not in the database.,0.0,0.0
738,The address 208.68.17.35 is not in the database.,The address 208.68.17.35 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
743,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0,The address 204.101.100.67 is not in the database.,The address 204.101.100.67 is not in the database.,0.0,0.0
748,The address 216.123.176.109 is not in the database.,The address 216.123.176.109 is not in the database.,0.0,0.0,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0
751,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0,The address 108.63.14.134 is not in the database.,The address 108.63.14.134 is not in the database.,0.0,0.0
766,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0,The address 70.69.228.170 is not in the database.,The address 70.69.228.170 is not in the database.,0.0,0.0
773,The address 208.68.17.36 is not in the database.,The address 208.68.17.36 is not in the database.,0.0,0.0,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0
775,The address 142.166.53.1 is not in the database.,The address 142.166.53.1 is not in the database.,0.0,0.0,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0
776,The address 98.159.46.83 is not in the database.,The address 98.159.46.83 is not in the database.,0.0,0.0,The address 216.123.176.108 is not in the database.,The address 216.123.176.108 is not in the database.,0.0,0.0
782,The address 205.205.211.10 is not in the database.,The address 205.205.211.10 is not in the database.,0.0,0.0,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0
806,The address 174.7.166.50 is not in the database.,The address 174.7.166.50 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
810,The address 207.6.48.157 is not in the database.,The address 207.6.48.157 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
814,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0,The address 204.101.100.67 is not in the database.,The address 204.101.100.67 is not in the database.,0.0,0.0
876,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0,The address 69.90.49.107 is not in the database.,The address 69.90.49.107 is not in the database.,0.0,0.0
880,The address 99.199.80.41 is not in the database.,The address 99.199.80.41 is not in the database.,0.0,0.0,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0
887,The address 216.123.176.107 is not in the database.,The address 216.123.176.107 is not in the database.,0.0,0.0,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0
899,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 174.7.166.50 is not in the database.,The address 174.7.166.50 is not in the database.,0.0,0.0
906,The address 206.80.250.121 is not in the database.,The address 206.80.250.121 is not in the database.,0.0,0.0,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0
908,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0,The address 75.126.27.66 is not in the database.,The address 75.126.27.66 is not in the database.,0.0,0.0
912,The address 142.47.139.4 is not in the database.,The address 142.47.139.4 is not in the database.,0.0,0.0,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0
913,The address 192.102.255.83 is not in the database.,The address 192.102.255.83 is not in the database.,0.0,0.0,The address 72.139.205.188 is not in the database.,The address 72.139.205.188 is not in the database.,0.0,0.0
917,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0,The address 75.126.27.66 is not in the database.,The address 75.126.27.66 is not in the database.,0.0,0.0
918,The address 142.47.139.4 is not in the database.,The address 142.47.139.4 is not in the database.,0.0,0.0,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0
920,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0,The address 72.139.192.246 is not in the database.,The address 72.139.192.246 is not in the database.,0.0,0.0
926,The address 205.205.211.12 is not in the database.,The address 205.205.211.12 is not in the database.,0.0,0.0,The address 192.102.254.82 is not in the database.,The address 192.102.254.82 is not in the database.,0.0,0.0
956,The address 67.231.1.80 is not in the database.,The address 67.231.1.80 is not in the database.,0.0,0.0,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0
958,The address 192.102.255.82 is not in the database.,The address 192.102.255.82 is not in the database.,0.0,0.0,The address 99.51.158.208 is not in the database.,The address 99.51.158.208 is not in the database.,0.0,0.0
961,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0,The address 75.156.11.69 is not in the database.,The address 75.156.11.69 is not in the database.,0.0,0.0
964,The address 205.205.107.10 is not in the database.,The address 205.205.107.10 is not in the database.,0.0,0.0,The address 192.102.254.83 is not in the database.,The address 192.102.254.83 is not in the database.,0.0,0.0
